1;221;1
2;222;2
3;223;3
4;224;4
5;225;5
6;226;6
7;227;7
8;228;8
9;229;9
10;230;10
11;231;11
12;232;12
13;233;13
14;234;14
15;235;15
16;236;16
17;237;17
18;238;18
19;239;19
20;240;20
21;241;21
22;242;22
23;243;23
24;244;24
25;245;25
26;246;26
27;247;27
28;248;28
29;249;29
30;250;30
31;251;31
32;252;32
33;253;33
34;254;34
35;255;35
36;256;36
37;257;37
38;258;38
39;259;39
40;260;40
41;261;41
42;262;42
43;263;43
44;264;44
45;265;45
46;266;46
47;267;47
48;268;48
49;269;49
50;270;50
51;271;1
52;272;1
53;273;1
54;274;1
55;275;1
56;276;1
57;277;1
58;278;1
59;279;1
60;280;1
61;281;1
62;282;1
63;283;1
64;284;1
65;285;1
66;286;1
67;287;1
68;288;1
69;289;1
70;290;1
71;291;2
72;292;2
73;293;2
74;294;2
75;295;2
76;296;2
77;297;2
78;298;2
79;299;2
80;300;2
81;301;2
82;302;2
83;303;2
84;304;2
85;305;2
86;306;2
87;307;2
88;308;2
89;309;2
90;310;2
91;311;3
92;312;3
93;313;3
94;314;3
95;315;3
96;316;3
97;317;3
98;318;3
99;319;3
100;320;3
101;321;3
102;322;3
103;323;3
104;324;3
105;325;3
106;326;3
107;327;3
108;328;3
109;329;3
110;330;3
111;331;4
112;332;4
113;333;4
114;334;4
115;335;4
116;336;4
117;337;4
118;338;4
119;339;4
120;340;4
121;341;4
122;342;4
123;343;4
124;344;4
125;345;4
126;346;4
127;347;4
128;348;4
129;349;4
130;350;4
131;351;5
132;352;5
133;353;5
134;354;5
135;355;5
136;356;5
137;357;5
138;358;5
139;359;5
140;360;5
141;361;5
142;362;5
143;363;5
144;364;5
145;365;5
146;366;5
147;367;5
148;368;5
149;369;5
150;370;5
151;371;6
152;372;6
153;373;6
154;374;6
155;375;6
156;376;6
157;377;6
158;378;6
159;379;6
160;380;6
161;381;6
162;382;6
163;383;6
164;384;6
165;385;6
166;386;6
167;387;6
168;388;6
169;389;6
170;390;6
171;391;7
172;392;7
173;393;7
174;394;7
175;395;7
176;396;7
177;397;7
178;398;7
