id;user_id;authority_id
-1;-1;1
1;1;2
2;2;2
3;3;2
4;4;2
5;5;2
6;6;2
7;7;2
8;8;2
9;9;2
10;10;2
11;11;2
12;12;2
13;13;2
14;14;2
15;15;2
16;16;2
17;17;2
18;18;2
19;19;2
20;20;2
21;21;3
22;22;3
23;23;3
24;24;3
25;25;3
26;26;3
27;27;3
28;28;3
29;29;3
30;30;3
31;31;3
32;32;3
33;33;3
34;34;3
35;35;3
36;36;3
37;37;3
38;38;3
39;39;3
40;40;3
41;41;3
42;42;3
43;43;3
44;44;3
45;45;3
46;46;3
47;47;3
48;48;3
49;49;3
50;50;3
51;51;3
52;52;3
53;53;3
54;54;3
55;55;3
56;56;3
57;57;3
58;58;3
59;59;3
60;60;3
61;61;3
62;62;3
63;63;3
64;64;3
65;65;3
66;66;3
67;67;3
68;68;3
69;69;3
70;70;3
71;71;3
72;72;3
73;73;3
74;74;3
75;75;3
76;76;3
77;77;3
78;78;3
79;79;3
80;80;3
81;81;3
82;82;3
83;83;3
84;84;3
85;85;3
86;86;3
87;87;3
88;88;3
89;89;3
90;90;3
91;91;3
92;92;3
93;93;3
94;94;3
95;95;3
96;96;3
97;97;3
98;98;3
99;99;3
100;100;3
101;101;3
102;102;3
103;103;3
104;104;3
105;105;3
106;106;3
107;107;3
108;108;3
109;109;3
110;110;3
111;111;3
112;112;3
113;113;3
114;114;3
115;115;3
116;116;3
117;117;3
118;118;3
119;119;3
120;120;3
121;121;3
122;122;3
123;123;3
124;124;3
125;125;3
126;126;3
127;127;3
128;128;3
129;129;3
130;130;3
131;131;3
132;132;3
133;133;3
134;134;3
135;135;3
136;136;3
137;137;3
138;138;3
139;139;3
140;140;3
141;141;3
142;142;3
143;143;3
144;144;3
145;145;3
146;146;3
147;147;3
148;148;3
149;149;3
150;150;3
151;151;3
152;152;3
153;153;3
154;154;3
155;155;3
156;156;3
157;157;3
158;158;3
159;159;3
160;160;3
161;161;3
162;162;3
163;163;3
164;164;3
165;165;3
166;166;3
167;167;3
168;168;3
169;169;3
170;170;3
171;171;3
172;172;3
173;173;3
174;174;3
175;175;3
176;176;3
177;177;3
178;178;3
179;179;3
180;180;3
181;181;3
182;182;3
183;183;3
184;184;3
185;185;3
186;186;3
187;187;3
188;188;3
189;189;3
190;190;3
191;191;3
192;192;3
193;193;3
194;194;3
195;195;3
196;196;3
197;197;3
198;198;3
199;199;3
200;200;3
201;201;3
202;202;3
203;203;3
204;204;3
205;205;3
206;206;3
207;207;3
208;208;3
209;209;3
210;210;3
211;211;3
212;212;3
213;213;3
214;214;3
215;215;3
216;216;3
217;217;3
218;218;3
219;219;3
220;220;3
221;221;4
222;222;4
223;223;4
224;224;4
225;225;4
226;226;4
227;227;4
228;228;4
229;229;4
230;230;4
231;231;4
232;232;4
233;233;4
234;234;4
235;235;4
236;236;4
237;237;4
238;238;4
239;239;4
240;240;4
241;241;4
242;242;4
243;243;4
244;244;4
245;245;4
246;246;4
247;247;4
248;248;4
249;249;4
250;250;4
251;251;4
252;252;4
253;253;4
254;254;4
255;255;4
256;256;4
257;257;4
258;258;4
259;259;4
260;260;4
261;261;4
262;262;4
263;263;4
264;264;4
265;265;4
266;266;4
267;267;4
268;268;4
269;269;4
270;270;4
271;271;5
272;272;5
273;273;5
274;274;5
275;275;5
276;276;5
277;277;5
278;278;5
279;279;5
280;280;5
281;281;5
282;282;5
283;283;5
284;284;5
285;285;5
286;286;5
287;287;5
288;288;5
289;289;5
290;290;5
291;291;5
292;292;5
293;293;5
294;294;5
295;295;5
296;296;5
297;297;5
298;298;5
299;299;5
300;300;5
301;301;5
302;302;5
303;303;5
304;304;5
305;305;5
306;306;5
307;307;5
308;308;5
309;309;5
310;310;5
311;311;5
312;312;5
313;313;5
314;314;5
315;315;5
316;316;5
317;317;5
318;318;5
319;319;5
320;320;5
321;321;5
322;322;5
323;323;5
324;324;5
325;325;5
326;326;5
327;327;5
328;328;5
329;329;5
330;330;5
331;331;5
332;332;5
333;333;5
334;334;5
335;335;5
336;336;5
337;337;5
338;338;5
339;339;5
340;340;5
341;341;5
342;342;5
343;343;5
344;344;5
345;345;5
346;346;5
347;347;5
348;348;5
349;349;5
350;350;5
351;351;5
352;352;5
353;353;5
354;354;5
355;355;5
356;356;5
357;357;5
358;358;5
359;359;5
360;360;5
361;361;5
362;362;5
363;363;5
364;364;5
365;365;5
366;366;5
367;367;5
368;368;5
369;369;5
370;370;5
371;371;5
372;372;5
373;373;5
374;374;5
375;375;5
376;376;5
377;377;5
378;378;5
379;379;5
380;380;5
381;381;5
382;382;5
383;383;5
384;384;5
385;385;5
386;386;5
387;387;5
388;388;5
389;389;5
390;390;5
391;391;5
392;392;5
393;393;5
394;394;5
395;395;5
396;396;5
397;397;5
398;398;5
399;399;5
400;400;5
401;401;5
402;402;5
403;403;5
404;404;5
405;405;5
406;406;5
407;407;5
408;408;5
409;409;5
410;410;5
411;411;5
412;412;5
413;413;5
414;414;5
415;415;5
416;416;5
417;417;5
418;418;5
419;419;5
420;420;5
421;421;5
422;422;5
423;423;5
424;424;5
425;425;5
426;426;5
427;427;5
428;428;5
429;429;5
430;430;5
431;431;5
432;432;5
433;433;5
434;434;5
435;435;5
436;436;5
437;437;5
438;438;5
439;439;5
440;440;5
441;441;5
442;442;5
443;443;5
444;444;5
445;445;5
446;446;5
447;447;5
448;448;5
449;449;5
450;450;5
451;451;5
452;452;5
453;453;5
454;454;5
455;455;5
456;456;5
457;457;5
458;458;5
459;459;5
460;460;5
461;461;5
462;462;5
463;463;5
464;464;5
465;465;5
466;466;5
467;467;5
468;468;5
469;469;5
470;470;5
471;471;5
472;472;5
473;473;5
474;474;5
475;475;5
476;476;5
477;477;5
478;478;5
479;479;5
480;480;5
481;481;5
482;482;5
483;483;5
484;484;5
485;485;5
486;486;5
487;487;5
488;488;5
489;489;5
490;490;5
491;491;5
492;492;5
493;493;5
494;494;5
495;495;5
496;496;5
497;497;5
498;498;5
499;499;5
500;500;5
501;501;5
502;502;5
503;503;5
504;504;5
505;505;5
506;506;5
507;507;5
508;508;5
509;509;5
510;510;5
511;511;5
512;512;5
513;513;5
514;514;5
515;515;5
516;516;5
517;517;5
518;518;5
519;519;5
520;520;5
521;521;5
522;522;5
523;523;5
524;524;5
525;525;5
526;526;5
527;527;5
528;528;5
529;529;5
530;530;5
531;531;5
532;532;5
533;533;5
534;534;5
535;535;5
536;536;5
537;537;5
538;538;5
539;539;5
540;540;5
541;541;5
542;542;5
543;543;5
544;544;5
545;545;5
546;546;5
547;547;5
548;548;5
549;549;5
550;550;5
551;551;5
552;552;5
553;553;5
554;554;5
555;555;5
556;556;5
557;557;5
558;558;5
559;559;5
560;560;5
561;561;5
562;562;5
563;563;5
564;564;5
565;565;5
566;566;5
567;567;5
568;568;5
569;569;5
570;570;5
571;571;5
572;572;5
573;573;5
574;574;5
575;575;5
576;576;5
577;577;5
578;578;5
579;579;5
580;580;5
581;581;5
582;582;5
583;583;5
584;584;5
585;585;5
586;586;5
587;587;5
588;588;5
589;589;5
590;590;5
591;591;5
592;592;5
593;593;5
594;594;5
595;595;5
596;596;5
597;597;5
598;598;5
599;599;5
600;600;5
601;601;5
602;602;5
603;603;5
604;604;5
605;605;5
606;606;5
607;607;5
608;608;5
609;609;5
610;610;5
611;611;5
612;612;5
613;613;5
614;614;5
615;615;5
616;616;5
617;617;5
618;618;5
619;619;5
620;620;5
621;621;5
622;622;5
623;623;5
624;624;5
625;625;5
626;626;5
627;627;5
628;628;5
629;629;5
630;630;5
631;631;5
632;632;5
633;633;5
634;634;5
635;635;5
636;636;5
637;637;5
638;638;5
639;639;5
640;640;5
641;641;5
642;642;5
643;643;5
644;644;5
645;645;5
646;646;5
647;647;5
648;648;5
649;649;5
650;650;5
651;651;5
652;652;5
653;653;5
654;654;5
655;655;5
656;656;5
657;657;5
658;658;5
659;659;5
660;660;5
661;661;5
662;662;5
663;663;5
664;664;5
665;665;5
666;666;5
667;667;5
668;668;5
669;669;5
670;670;5
671;671;5
672;672;5
673;673;5
674;674;5
675;675;5
676;676;5
677;677;5
678;678;5
679;679;5
680;680;5
681;681;5
682;682;5
683;683;5
684;684;5
685;685;5
686;686;5
687;687;5
688;688;5
689;689;5
690;690;5
691;691;5
692;692;5
693;693;5
694;694;5
695;695;5
696;696;5
697;697;5
698;698;5
699;699;5
700;700;5
701;701;5
702;702;5
703;703;5
704;704;5
705;705;5
706;706;5
707;707;5
708;708;5
709;709;5
710;710;5
711;711;5
712;712;5
713;713;5
714;714;5
715;715;5
716;716;5
717;717;5
718;718;5
719;719;5
720;720;5
721;721;5
722;722;5
723;723;5
724;724;5
725;725;5
726;726;5
727;727;5
728;728;5
729;729;5
730;730;5
731;731;5
732;732;5
733;733;5
734;734;5
735;735;5
736;736;5
737;737;5
738;738;5
739;739;5
740;740;5
741;741;5
742;742;5
743;743;5
744;744;5
745;745;5
746;746;5
747;747;5
748;748;5
749;749;5
750;750;5
751;751;5
752;752;5
753;753;5
754;754;5
755;755;5
756;756;5
757;757;5
758;758;5
759;759;5
760;760;5
761;761;5
762;762;5
763;763;5
764;764;5
765;765;5
766;766;5
767;767;5
768;768;5
769;769;5
770;770;5
771;771;6
772;772;6
773;773;6
774;774;6
775;775;6
776;776;6
777;777;6
778;778;6
779;779;6
780;780;6
781;781;6
782;782;6
783;783;6
784;784;6
785;785;6
786;786;6
787;787;6
788;788;6
789;789;6
790;790;6
791;791;6
792;792;6
793;793;6
794;794;6
795;795;6
796;796;6
797;797;6
798;798;6
799;799;6
800;800;6
801;801;6
802;802;6
803;803;6
804;804;6
805;805;6
806;806;6
807;807;6
808;808;6
809;809;6
810;810;6
811;811;6
812;812;6
813;813;6
814;814;6
815;815;6
816;816;6
817;817;6
818;818;6
819;819;6
820;820;6
821;821;6
822;822;6
823;823;6
824;824;6
825;825;6
826;826;6
827;827;6
828;828;6
829;829;6
830;830;6
831;831;6
832;832;6
833;833;6
834;834;6
835;835;6
836;836;6
837;837;6
838;838;6
839;839;6
840;840;6
841;841;6
842;842;6
843;843;6
844;844;6
845;845;6
846;846;6
847;847;6
848;848;6
849;849;6
850;850;6
851;851;6
852;852;6
853;853;6
854;854;6
855;855;6
856;856;6
857;857;6
858;858;6
859;859;6
860;860;6
861;861;6
862;862;6
863;863;6
864;864;6
865;865;6
866;866;6
867;867;6
868;868;6
869;869;6
870;870;6
871;871;6
872;872;6
873;873;6
874;874;6
875;875;6
876;876;6
877;877;6
878;878;6
879;879;6
880;880;6
881;881;6
882;882;6
883;883;6
884;884;6
885;885;6
886;886;6
887;887;6
888;888;6
889;889;6
890;890;6
891;891;6
892;892;6
893;893;6
894;894;6
895;895;6
896;896;6
897;897;6
898;898;6
899;899;6
900;900;6
901;901;6
902;902;6
903;903;6
904;904;6
905;905;6
906;906;6
907;907;6
908;908;6
909;909;6
910;910;6
911;911;6
912;912;6
913;913;6
914;914;6
915;915;6
916;916;6
917;917;6
918;918;6
919;919;6
920;920;6
921;921;6
922;922;6
923;923;6
924;924;6
925;925;6
926;926;6
927;927;6
928;928;6
929;929;6
930;930;6
931;931;6
932;932;6
933;933;6
934;934;6
935;935;6
936;936;6
937;937;6
938;938;6
939;939;6
940;940;6
941;941;6
942;942;6
943;943;6
944;944;6
945;945;6
946;946;6
947;947;6
948;948;6
949;949;6
950;950;6
951;951;6
952;952;6
953;953;6
954;954;6
955;955;6
956;956;6
957;957;6
958;958;6
959;959;6
960;960;6
961;961;6
962;962;6
963;963;6
964;964;6
965;965;6
966;966;6
967;967;6
968;968;6
969;969;6
970;970;6
971;971;6
972;972;6
973;973;6
974;974;6
975;975;6
976;976;6
977;977;6
978;978;6
979;979;6
980;980;6
981;981;6
982;982;6
983;983;6
984;984;6
985;985;6
986;986;6
987;987;6
988;988;6
989;989;6
990;990;6
991;991;6
992;992;6
993;993;6
994;994;6
995;995;6
996;996;6
997;997;6
998;998;6
999;999;6
1000;1000;6
1001;1001;6
1002;1002;6
1003;1003;6
1004;1004;6
1005;1005;6
1006;1006;6
1007;1007;6
1008;1008;6
1009;1009;6
1010;1010;6
1011;1011;6
1012;1012;6
1013;1013;6
1014;1014;6
1015;1015;6
1016;1016;6
1017;1017;6
1018;1018;6
1019;1019;6
1020;1020;6
1021;1021;6
1022;1022;6
1023;1023;6
1024;1024;6
1025;1025;6
1026;1026;6
1027;1027;6
1028;1028;6
1029;1029;6
1030;1030;6
1031;1031;6
1032;1032;6
1033;1033;6
1034;1034;6
1035;1035;6
1036;1036;6
1037;1037;6
1038;1038;6
1039;1039;6
1040;1040;6
1041;1041;6
1042;1042;6
1043;1043;6
1044;1044;6
1045;1045;6
1046;1046;6
1047;1047;6
1048;1048;6
1049;1049;6
1050;1050;6
1051;1051;6
1052;1052;6
1053;1053;6
1054;1054;6
1055;1055;6
1056;1056;6
1057;1057;6
1058;1058;6
1059;1059;6
1060;1060;6
1061;1061;6
1062;1062;6
1063;1063;6
1064;1064;6
1065;1065;6
1066;1066;6
1067;1067;6
1068;1068;6
1069;1069;6
1070;1070;6
1071;1071;6
1072;1072;6
1073;1073;6
1074;1074;6
1075;1075;6
1076;1076;6
1077;1077;6
1078;1078;6
1079;1079;6
1080;1080;6
1081;1081;6
1082;1082;6
1083;1083;6
1084;1084;6
1085;1085;6
1086;1086;6
1087;1087;6
1088;1088;6
1089;1089;6
1090;1090;6
1091;1091;6
1092;1092;6
1093;1093;6
1094;1094;6
1095;1095;6
1096;1096;6
1097;1097;6
1098;1098;6
1099;1099;6
1100;1100;6
1101;1101;6
1102;1102;6
1103;1103;6
1104;1104;6
1105;1105;6
1106;1106;6
1107;1107;6
1108;1108;6
1109;1109;6
1110;1110;6
1111;1111;6
1112;1112;6
1113;1113;6
1114;1114;6
1115;1115;6
1116;1116;6
1117;1117;6
1118;1118;6
1119;1119;6
1120;1120;6
1121;1121;6
1122;1122;6
1123;1123;6
1124;1124;6
1125;1125;6
1126;1126;6
1127;1127;6
1128;1128;6
1129;1129;6
1130;1130;6
1131;1131;6
1132;1132;6
1133;1133;6
1134;1134;6
1135;1135;6
1136;1136;6
1137;1137;6
1138;1138;6
1139;1139;6
1140;1140;6
1141;1141;6
1142;1142;6
1143;1143;6
1144;1144;6
1145;1145;6
1146;1146;6
1147;1147;6
1148;1148;6
1149;1149;6
1150;1150;6
1151;1151;6
1152;1152;6
1153;1153;6
1154;1154;6
1155;1155;6
1156;1156;6
1157;1157;6
1158;1158;6
1159;1159;6
1160;1160;6
1161;1161;6
1162;1162;6
1163;1163;6
1164;1164;6
1165;1165;6
1166;1166;6
1167;1167;6
1168;1168;6
1169;1169;6
1170;1170;6
1171;1171;6
1172;1172;6
1173;1173;6
1174;1174;6
1175;1175;6
1176;1176;6
1177;1177;6
1178;1178;6
1179;1179;6
1180;1180;6
1181;1181;6
1182;1182;6
1183;1183;6
1184;1184;6
1185;1185;6
1186;1186;6
1187;1187;6
1188;1188;6
1189;1189;6
1190;1190;6
1191;1191;6
1192;1192;6
1193;1193;6
1194;1194;6
1195;1195;6
1196;1196;6
1197;1197;6
1198;1198;6
1199;1199;6
1200;1200;6
1201;1201;6
1202;1202;6
1203;1203;6
1204;1204;6
1205;1205;6
1206;1206;6
1207;1207;6
1208;1208;6
1209;1209;6
1210;1210;6
1211;1211;6
1212;1212;6
1213;1213;6
1214;1214;6
1215;1215;6
1216;1216;6
1217;1217;6
1218;1218;6
1219;1219;6
1220;1220;6
1221;1221;6
1222;1222;6
1223;1223;6
1224;1224;6
1225;1225;6
1226;1226;6
1227;1227;6
1228;1228;6
1229;1229;6
1230;1230;6
1231;1231;6
1232;1232;6
1233;1233;6
1234;1234;6
1235;1235;6
1236;1236;6
1237;1237;6
1238;1238;6
1239;1239;6
1240;1240;6
1241;1241;6
1242;1242;6
1243;1243;6
1244;1244;6
1245;1245;6
1246;1246;6
1247;1247;6
1248;1248;6
1249;1249;6
1250;1250;6
1251;1251;6
1252;1252;6
1253;1253;6
1254;1254;6
1255;1255;6
1256;1256;6
1257;1257;6
1258;1258;6
